16807	75249
175249	116807
143658	8930
108930	43658
27544	150878
50878	127544
37709	64440
164440	137709
84492	143042
43042	184492
22503	82327
182327	122503
78840	142612
42612	178840
33169	17709
117709	133169
29560	170933
70933	129560
80278	151816
51816	180278
199097	7826
107826	99097
29267	23810
123810	129267
80979	179149
79149	180979
158821	11967
111967	58821
1393	19336
119336	101393
91745	125228
25228	191745
40194	86357
186357	140194
121153	16708
116708	21153
115668	71490
171490	15668
2196	109530
9530	102196
27722	54666
154666	127722
18024	97801
197801	118024
140977	47408
147408	40977
74933	60298
160298	174933
28635	8013
108013	128635
189814	39063
139063	89814
39425	101669
1669	139425
20094	75629
175629	120094
46517	34195
134195	146517
110404	119451
19451	10404
82188	21123
121123	182188
146882	106752
6752	46882
136716	130337
30337	36716
53144	51501
151501	153144
83871	55828
155828	183871
19358	53177
153177	119358
22294	77904
177904	122294
46231	159745
59745	146231
153635	166298
66298	53635
180399	27968
127968	80399
100260	173557
73557	260
188008	16395
116395	88008
119113	104530
4530	19113
10962	97942
197942	110962
42082	179852
79852	142082
133821	85695
185695	33821
173671	159901
59901	73671
24831	14738
114738	124831
131616	19790
119790	31616
110679	137335
37335	10679
97972	136098
36098	197972
75319	183454
83454	175319
12289	56760
156760	112289
186126	136123
36123	86126
145813	176770
76770	45813
129094	96220
196220	29094
112366	140534
40534	12366
115394	141363
41363	15394
107844	159590
59590	7844
45159	108623
8623	145159
197385	7217
107217	97385
55539	99247
199247	155539
13496	194885
94885	113496
182420	28144
128144	82420
35735	99915
199915	135735
63534	146042
46042	163534
154679	24152
124152	54679
177295	78818
178818	77295
87692	101815
1815	187692
40033	22669
122669	140033
89553	10547
110547	189553
21210	129662
29662	121210
33808	73377
173377	133808
100625	37335
137335	625
77995	102776
2776	177995
97439	129874
29874	197439
140556	56301
156301	40556
100560	20094
120094	560
13755	139789
39789	113755
28015	30193
130193	128015
15680	103455
3455	115680
167506	170963
70963	67506
86676	63108
163108	186676
102331	177844
77844	2331
60808	139997
39997	160808
54849	145203
45203	154849
96531	198014
98014	196531
136775	42009
142009	36775
187929	195223
95223	87929
88260	76737
176737	188260
147317	37525
137525	47317
34256	21564
121564	134256
106648	137704
37704	6648
125150	41976
141976	25150
138554	82797
182797	38554
48381	34748
134748	148381
59378	47699
147699	159378
25129	178553
78553	125129
50447	64607
164607	150447
145322	64305
164305	45322
170053	127224
27224	70053
180366	5400
105400	80366
195370	70285
170285	95370
93898	8155
108155	193898
115557	196576
96576	15557
58266	187357
87357	158266
27878	120614
20614	127878
95737	183133
83133	195737
23720	48762
148762	123720
176197	76031
176031	76197
60589	54873
154873	160589
137304	79358
179358	37304
77254	168960
68960	177254
193947	145480
45480	93947
69955	174546
74546	169955
141238	140000
40000	41238
45035	74857
174857	145035
150114	29593
129593	50114
98354	68418
168418	198354
42585	113729
13729	142585
76563	6102
106102	176563
86643	119419
19419	186643
47747	145269
45269	147747
23303	104473
4473	123303
111748	124385
24385	11748
163459	145406
45406	63459
39824	85132
185132	139824
159603	46897
146897	59603
103950	35231
135231	3950
120203	13900
113900	20203
62533	181258
81258	162533
118676	120950
20950	18676
158780	79879
179879	58780
182574	133549
33549	82574
106249	152771
52771	6249
115879	100983
983	15879
192040	182723
82723	92040
102971	153229
53229	2971
117746	110299
10299	17746
185621	70776
170776	85621
168244	76958
176958	68244
166771	29064
129064	66771
156598	18751
118751	56598
64503	89551
189551	164503
127205	115080
15080	27205
59274	59649
159649	159274
183320	19025
119025	83320
1783	54788
154788	101783
124008	81550
181550	24008
19195	151257
51257	119195
135690	138666
38666	35690
60593	90553
190553	160593
90960	128742
28742	190960
54352	7307
107307	154352
44910	113200
13200	144910
43127	120171
20171	143127
34414	31625
131625	134414
119517	155348
55348	19517
14315	15974
115974	114315
11373	172220
72220	111373
9239	45054
145054	109239
56929	82253
182253	156929
115166	4356
104356	15166
159860	45898
145898	59860
101720	66116
166116	1720
98867	149352
49352	198867
78698	194901
94901	178698
16616	156891
56891	116616
31728	26671
126671	131728
177045	3120
103120	77045
17158	199453
99453	117158
85350	153711
53711	185350
29594	107533
7533	129594
7827	198795
98795	107827
137442	151516
51516	37442
78515	66924
166924	178515
27097	168661
68661	127097
134324	80108
180108	34324
102281	117015
17015	2281
63216	1905
101905	163216
67781	182720
82720	167781
81169	197865
97865	181169
29536	16728
116728	129536
20384	80167
180167	120384
100476	16046
116046	476
168666	77467
177467	68666
127384	141991
41991	27384
133258	28211
128211	33258
119518	185718
85718	19518
66825	80767
180767	166825
49818	73014
173014	149818
2918	58028
158028	102918
178034	6727
106727	78034
133754	86540
186540	33754
190935	3083
103083	90935
146865	87011
187011	46865
53064	77876
177876	153064
132675	170245
70245	32675
170415	128192
28192	70415
54747	163037
63037	154747
68447	49715
149715	168447
159579	67129
167129	59579
33979	53501
153501	133979
10289	74958
174958	110289
111800	165089
65089	11800
135217	180846
80846	35217
109543	40338
140338	9543
103321	97719
197719	3321
91247	143788
43788	191247
25987	145035
45035	125987
83912	85684
185684	183912
83784	163734
63734	183784
519	72615
172615	100519
65976	26661
126661	165976
82819	171631
71631	182819
72698	136798
36798	172698
14004	109503
9503	114004
48765	107391
7391	148765
64924	14365
114365	164924
114454	177106
77106	14454
151703	30832
130832	51703
32141	61654
161654	132141
42217	53900
153900	142217
173465	184747
84747	73465
189879	59317
159317	89879
64048	82762
182762	164048
49039	152708
52708	149039
102657	10761
110761	2657
61466	8621
108621	161466
106996	126955
26955	6996
21494	45555
145555	121494
29312	102293
2293	129312
42232	177444
77444	142232
102198	49152
149152	2198
73570	164303
64303	173570
112914	135799
35799	12914
91835	181921
81921	191835
22752	174086
74086	122752
39150	168410
68410	139150
44669	109605
9605	144669
137311	22431
122431	37311
39816	138699
38699	139816
180639	1370
101370	80639
79891	82857
182857	179891
183328	118177
18177	83328
17683	85176
185176	117683
72091	170434
70434	172091
26904	191026
91026	126904
110790	522
100522	10790
6890	24884
124884	106890
41441	107127
7127	141441
185784	194537
94537	85784
87561	32581
132581	187561
145802	57732
157732	45802
47854	159759
59759	147854
172377	140462
40462	72377
43819	98150
198150	143819
100941	43836
143836	941
32299	196112
96112	132299
119956	74390
174390	19956
130048	95014
195014	30048
14918	40150
140150	114918
41295	119821
19821	141295
44501	28245
128245	144501
146057	3510
103510	46057
50805	62173
162173	150805
9669	139096
39096	109669
147421	118675
18675	47421
124300	176489
76489	24300
32054	168263
68263	132054
24889	145250
45250	124889
169415	131364
31364	69415
150963	67758
167758	50963
185092	157316
57316	85092
161420	158060
58060	61420
63368	178741
78741	163368
99196	4787
104787	199196
88234	193128
93128	188234
77448	87875
187875	177448
41871	69329
169329	141871
133719	73471
173471	33719
125764	181079
81079	25764
94410	88080
188080	194410
163342	198138
98138	63342
46044	98828
198828	146044
163575	980
100980	63575
145596	105947
5947	45596
66087	6543
106543	166087
162852	90261
190261	62852
154400	182380
82380	54400
171857	173423
73423	71857
167014	152845
52845	67014
68509	26610
126610	168509
9218	119290
19290	109218
85743	18555
118555	185743
6534	86275
186275	106534
11151	121226
21226	111151
194459	132783
32783	94459
166437	137879
37879	66437
14100	83137
183137	114100
145878	118284
18284	45878
64915	145960
45960	164915
135140	110707
10707	35140
20728	100562
562	120728
41969	142890
42890	141969
22278	17313
117313	122278
127010	134840
34840	27010
46000	107394
7394	146000
187656	166551
66551	87656
93431	154544
54544	193431
108776	7584
107584	8776
174108	175514
75514	74108
95019	183028
83028	195019
92370	156663
56663	192370
184024	124543
24543	84024
106008	14981
114981	6008
86288	168163
68163	186288
111019	55379
155379	11019
19461	8487
108487	119461
143899	85788
185788	43899
69880	182466
82466	169880
65274	236
100236	165274
98567	121834
21834	198567
69684	69651
169651	169684
109266	147467
47467	9266
19589	86327
186327	119589
125581	89295
189295	25581
37874	145435
45435	137874
166972	183028
83028	66972
39070	74587
174587	139070
169089	102646
2646	69089
58111	166612
66612	158111
72112	123781
23781	172112
29230	3321
103321	129230
155128	71950
171950	55128
188959	49754
149754	88959
155194	3330
103330	55194
53559	158777
58777	153559
18632	163272
63272	118632
139081	137153
37153	39081
198521	197956
97956	98521
175591	66900
166900	75591
74120	162704
62704	174120
7129	127144
27144	107129
40870	118416
18416	140870
147080	74618
174618	47080
179452	48128
148128	79452
87662	44840
144840	187662
86385	166583
66583	186385
30659	114878
14878	130659
118561	68382
168382	18561
84054	49440
149440	184054
18770	102028
2028	118770
67544	105869
5869	167544
172469	22710
122710	72469
5923	152125
52125	105923
98850	161431
61431	198850
147846	125869
25869	47846
141394	94610
194610	41394
31064	9524
109524	131064
139519	193620
93620	39519
171661	103725
3725	71661
105949	122090
22090	5949
186260	60093
160093	86260
185122	116381
16381	85122
166468	171023
71023	66468
66639	63517
163517	166639
169364	59178
159178	69364
56771	188341
88341	156771
160836	68489
168489	60836
167120	74902
174902	67120
139616	133347
33347	39616
32851	102672
2672	132851
46523	91736
191736	146523
129607	180633
80633	29607
91553	41412
141412	191553
14040	59153
159153	114040
21733	188295
88295	121733
142251	161258
61258	42251
94160	51138
151138	194160
119875	4598
104598	19875
125633	14562
114562	25633
93236	90646
190646	193236
129464	27484
127484	29464
154119	33842
133842	54119
78859	262
100262	178859
105716	27127
127127	5716
108748	144000
44000	8748
61398	61292
161292	161398
8928	112300
12300	108928
52192	173563
73563	152192
44272	69801
169801	144272
46221	14486
114486	146221
15769	32531
132531	115769
145819	49486
149486	45819
139816	164254
64254	39816
49814	62615
162615	149814
62966	47297
147297	162966
25760	177412
77412	125760
38231	154174
54174	138231
114877	80324
180324	14877
27833	106750
6750	127833
44999	77429
177429	144999
12144	155364
55364	112144
132812	151979
51979	32812
132407	93583
193583	32407
14259	88310
188310	114259
15891	79321
179321	115891
165253	13929
113929	65253
130553	130661
30661	30553
127491	22963
122963	27491
140768	181687
81687	40768
55472	35219
135219	155472
138204	82951
182951	38204
158445	181370
81370	58445
41962	96176
196176	141962
125826	58413
158413	25826
62571	185979
85979	162571
168129	57288
157288	68129
978	105617
5617	100978
47838	19508
119508	147838
194926	129968
29968	94926
25199	32255
132255	125199
123276	3488
103488	23276
2819	61864
161864	102819
92416	180318
80318	192416
180683	18398
118398	80683
19748	189961
89961	119748
111018	175977
75977	11018
118661	31478
131478	18661
125063	125235
25235	25063
91308	178968
78968	191308
4119	7323
107323	104119
179392	178953
78953	79392
51853	189295
89295	151853
148475	140204
40204	48475
28032	108819
8819	128032
134035	9468
109468	34035
152610	150234
50234	52610
6778	6265
106265	106778
43279	189075
89075	143279
12687	25363
125363	112687
75766	174534
74534	175766
18675	126184
26184	118675
144156	17399
117399	44156
52093	57886
157886	152093
144924	188047
88047	44924
71330	36767
136767	171330
6910	31682
131682	106910
96314	79652
179652	196314
173585	137591
37591	73585
164760	17960
117960	64760
10403	63430
163430	110403
14200	148585
48585	114200
130484	3988
103988	30484
95686	180100
80100	195686
128199	61102
161102	28199
167183	93917
193917	67183
187802	174489
74489	87802
139725	120789
20789	39725
60595	140605
40605	160595
138691	120721
20721	38691
198514	169862
69862	98514
71283	134626
34626	171283
123801	94330
194330	23801
152375	123258
23258	52375
103131	46736
146736	3131
8308	161024
61024	108308
80508	88411
188411	180508
156000	78314
178314	56000
33999	95645
195645	133999
114962	180539
80539	14962
158821	94286
194286	58821
10	14662
114662	100010
114493	6635
106635	14493
84571	6838
106838	184571
164891	98413
198413	64891
89957	144092
44092	189957
89775	32768
132768	189775
415	116636
16636	100415
123347	54369
154369	23347
24134	128928
28928	124134
140879	110906
10906	40879
25807	132537
32537	125807
104421	127447
27447	4421
51949	119416
19416	151949
81938	178550
78550	181938
52186	81096
181096	152186
70524	197922
97922	170524
29181	173012
73012	129181
172202	35495
135495	72202
133454	2208
102208	33454
8031	120830
20830	108031
166714	13112
113112	66714
29937	22009
122009	129937
142919	184381
84381	42919
99908	111609
11609	199908
132867	196119
96119	32867
74999	144520
44520	174999
142577	159922
59922	42577
3980	35881
135881	103980
110030	56325
156325	10030
146994	143945
43945	46994
123233	28480
128480	23233
92834	76517
176517	192834
8781	33458
133458	108781
74992	174160
74160	174992
116201	8542
108542	16201
149635	7555
107555	49635
57443	47322
147322	157443
78441	184781
84781	178441
69518	47160
147160	169518
164955	59082
159082	64955
3032	119313
19313	103032
34328	122504
22504	134328
137711	103881
3881	37711
199904	92551
192551	99904
96761	48864
148864	196761
32122	165113
65113	132122
148636	185118
85118	48636
52188	153743
53743	152188
174502	170343
70343	74502
36219	48212
148212	136219
9932	27782
127782	109932
147859	147073
47073	47859
44819	144010
44010	144819
153015	134978
34978	53015
196045	148270
48270	96045
3008	173983
73983	103008
140709	138213
38213	40709
142951	154665
54665	42951
51617	114953
14953	151617
17916	7584
107584	117916
67442	123503
23503	167442
174329	107257
7257	74329
190264	109352
9352	90264
32526	116027
16027	132526
149259	102952
2952	49259
167422	159129
59129	67422
195549	141879
41879	95549
178890	198603
98603	78890
32443	68827
168827	132443
198	88587
188587	100198
34031	73476
173476	134031
